60.11.8.34,3128
60.11.10.173,3128
46.245.59.58,80
58.27.217.75,80
125.16.240.197,8080
198.50.215.224,3128
198.50.142.47,3128
82.102.162.163,80
123.63.242.115,3128
186.177.17.131,8080
159.8.114.37,3128
159.8.114.37,8080
178.62.47.11,80
212.191.32.83,8080
136.243.214.242,3128
46.37.193.74,8080
46.37.193.74,3128
93.79.133.235,3128
43.226.162.107,8080
121.22.252.241,8080
43.226.162.107,8000
121.22.252.241,80
46.37.193.74,3128
128.199.100.198,8080
188.166.222.252,8080
